region,location,num_of_rooms,size,fee,final_price,initial_price,year_built,mgmt_cost
Stockholm,Södermalm,4,99.5,6469,7000000,6495000,1991,6200
Stockholm,Örnsberg,1,23,2202,2175000,2245000,1938,5900
Stockholm,Stockholm,3,81,2240,6500000,5995000,1963,5900
Solna,VästraSkogen,2,59.5,2772,3200000,2595000,1962,5388
Nacka,Ektorp,2,59.2,3181,2400000,2295000,1985,4000
Solna,Råsunda,4,80.5,4961,4230000,3595000,1956,7020
Solna,Råsunda,1,27,1847,2320000,1995000,1940,4200
Stockholm,Östermalm,1.5,38,1787,4200000,3795000,1940,4800
Stockholm,Vasastan,1,19,900,2450000,1995000,1906,4800
Stockholm,Aspudden,4,95,4727,7550000,6495000,1912,6540
Stockholm,Årsta,2,58,3783,2800000,2495000,1943,6540
Stockholm,HammarbySjöstad,3,72,4720,4495000,4495000,2000,6540
Nacka,VästraOrminge,3,81,5530,2300000,1995000,2000,6912
Solna,SolnaCentrum,4,96,4789,5505000,4895000,1950,9720
Stockholm,HammarbySjöstad,2,64,3518,4620000,4295000,2014,9720
Stockholm,Vasastan,2,43,1741,3900000,3495000,1926,3360
Stockholm,Kungsholmen,2,56,3070,4200000,3800000,1897,7200
Stockholm,Vasastan,2,41,1316,4050000,3950000,1994,4140
Stockholm,Midsommarkransen,2,66.6,5585,3150000,3395000,1993,3600
Stockholm,Gröndal,3,75,3266,6400000,5750000,1993,5100
Sundbyberg,Duvbo,2,47,3367,2150000,2150000,1993,5100
Stockholm,Södermalm,3,80.5,2538,6870000,6450000,1969,5100
Solna,Råsunda,3,74,2540,4700000,4775000,1910,5100
Stockholm,Bromma,2,51,3335,3200000,2995000,2016,3400
Stockholm,Kungsholmen,2,37.5,2886,3750000,3750000,1934,3000
Stockholm,Birkastan,2,52,1664,5200000,4995000,1926,4200
Stockholm,Sturehillshöjden,4,91,4541,5625000,5395000,2012,10788
Solna,Råsunda,1.5,40,2005,2900000,2495000,1937,4020
Sundbyberg,Ursvik,4,95,4651,4000000,3795000,2009,6600
Stockholm,NorraDjurgårdsstaden,4,97,5350,6830000,6495000,2016,8532
Stockholm,Kungsholmen,3,89,5004,7150000,6600000,2013,8532
Sundbyberg,Ursvik,1.5,34.5,2265,2200000,1875000,2017,7920
Stockholm,Bandhagen,1,36.3,2093,2300000,1890000,1953,3400
Solna,Råsunda,3,70.5,4559,5075000,5075000,2008,3400
Stockholm,Vasastan,1,30,1543,3100000,2495000,1931,3400
Sundbyberg,Sundbybergcentrum,1,37,2082,2450000,2450000,1928,4250
Stockholm,Södermalm,2,56,2384,4300000,3890000,1905,6500
Stockholm,Gröndal,3.5,100,5844,5550000,5395000,1905,5800
Nacka,Nacka,4,91,5584,2500000,2195000,1905,5400
Stockholm,Gärdet,2,37,2190,3125000,3150000,1939,3600
Stockholm,Kungsholmen,2,44,1636,3870000,3250000,1933,3600
Stockholm,Södermalm,2.5,47,2400,3950000,3490000,1913,4500
Stockholm,Södermalm,1.5,36,1435,2850000,2850000,1913,5300
Stockholm,Södermalm,2,40,2129,3700000,3250000,1964,8900
Stockholm,HammarbySjöstad,4,106.5,6211,7300000,6750000,2002,5000
Stockholm,Vasastan,2,60,2394,4750000,4450000,1963,6200
Stockholm,Östermalm,4,115,4847,14225000,13900000,1897,6200
Sundbyberg,Sundbyberg,1.5,35,1686,2825000,2650000,2017,8000
Stockholm,Kungsholmen,2,48,1977,3400000,3400000,1933,3000
Stockholm,Östermalm,3,80,2571,9825000,9250000,1884,5500
Nacka,Saltsjöbaden,2,55,2980,2000000,1895000,1884,4800
Stockholm,Gärdet,1.5,36,1501,3335000,2750000,1934,3900
Nacka,Nacka,2,58,3030,3150000,2950000,1934,4800
Stockholm,Kungsholmen,2,65,2855,4800000,4590000,2009,5100
Stockholm,Bromma,5,118,2282,7700000,7700000,2019,5100
Stockholm,Hornstull,1,27,1749,2760000,2450000,1930,5616
Stockholm,Rågsved,5,108,6617,2650000,1875000,1983,2500
Solna,Järvastaden,5,111,5635,5800000,5800000,2016,2500
Sundbyberg,LillaAlby,4,98.5,5627,4950000,4495000,1960,2500
Stockholm,Maria,1,33,1686,3330000,2650000,1896,6546
Stockholm,Sofia,3,88,5295,6600000,5995000,2003,10212
Nacka,SaltsjöbadenLjuskärrsberget,2,63,3360,2200000,1995000,2003,10212
Stockholm,Abrahamsberg,3,74,4720,4810000,3995000,1938,13000
Solna,Råsunda,2,55,3218,3720000,2995000,1946,4700
Stockholm,Vasastan,3,72,2864,7995000,7995000,1913,4700
Sundbyberg,CentralaSundbyberg,4,85,4788,5395000,4895000,2011,8700
Stockholm,Kista,4,100,6121,2960000,2960000,1978,8700
Stockholm,NorraDjurgårdsstaden,4,94,5823,7200000,6900000,2014,9635
Stockholm,Fruängen,4,108.7,5867,5300000,4195000,2008,9635
Stockholm,Liljeholmskajen,4,84,4887,5200000,4895000,2006,6000
Stockholm,Hägersten,2,51,3269,3220000,2695000,1938,4200
Stockholm,SpångaSolhöjden,3,86.5,6008,3375000,2775000,2000,4200
Stockholm,Bromma,2,57,3000,2920000,2290000,1952,6000
Stockholm,Årsta,2.5,56.5,3964,2950000,2495000,1945,6000
Stockholm,Östbergahöjden,4,95,4761,2600000,2495000,1969,6000
Stockholm,Bromma,3,75,3847,3700000,3495000,1943,6000
Stockholm,Kungsholmen,1.5,34,1433,2970000,3100000,1943,6684
Solna,Bergshamra,3,74.5,3586,3570000,2795000,1953,8723
Stockholm,Kungsholmen,1,26,1928,2440000,2095000,1953,5400
Stockholm,Bromma,3,93,3888,4600000,4295000,1998,5400
Sollentuna,Edsberg,3,66,3525,1980000,1595000,1964,3000
Sollentuna,Edsberg,1,35,2686,1785000,1375000,2015,3000
Nacka,FinnbodaHamn,3,78.5,4261,5250000,5250000,2013,6600
Solna,Huvudsta,2,36,1786,2860000,2295000,2013,6600
Stockholm,Stockholm,3,87,4110,6250000,5195000,2003,6840
Stockholm,Rågsved,1,27,1856,1570000,1650000,1957,3000
Stockholm,Blåsut,2,46,2835,3140000,2695000,2014,1800
Stockholm,Kungsholmen,3,60,3527,5450000,4675000,1929,1800
Stockholm,Bromma,3,75,4645,3450000,3350000,1929,5400
Stockholm,Bromma,3,70,4081,3375000,3295000,2017,6000
Stockholm,Bromma,2,34,3060,2060000,1695000,1939,5400
Sollentuna,Tureberg,3,65,3109,3610000,3350000,2017,5400
Stockholm,Vasastan,1,34,1223,3675000,2995000,1905,4800
Stockholm,Globen,3,63,3128,3725000,2995000,1944,6600
Stockholm,Södermalm,2,40,2328,2930000,2900000,1941,5880
Stockholm,Hägersten,2.5,58,2156,3680000,2995000,1936,5664
Stockholm,Årsta,3,79,4551,4550000,3995000,2008,1200
Solna,Råsunda,4,85,4340,4800000,4195000,1949,9000
Solna,Råsunda,2,39,2463,2760000,2395000,1939,6624
Stockholm,Östermalm,2,42,2204,3850000,3195000,1934,4800
Stockholm,Bromma,3,70,4608,4050000,3750000,2005,4800
Stockholm,Hammarbyhöjden,2,49,3735,2550000,2395000,1939,4800
Sollentuna,SollentunaCentrum,4,102,6015,4010000,3875000,2009,3900
Stockholm,HammarbySjöstad,4,100,5537,5800000,5695000,2009,14000
Stockholm,Vasastan,3,61,2305,6585000,6000000,1903,4500
Solna,Råsunda,2,58,2773,3400000,3595000,1910,4200
Solna,Frösunda,3,78,4598,4675000,3895000,2006,5900
Stockholm,Kista,2,60,4648,2000000,2000000,2000,5900
Stockholm,Vasastan,1,26,1558,2870000,2475000,2000,5900
Solna,Råsunda,3,71,4118,3400000,3195000,1938,7540
Stockholm,Kungsholmen,3,64,3269,5760000,5250000,1882,7540
Stockholm,Bromma,1,41,1754,2240000,1925000,1951,6264
Stockholm,Kärrtorp,4,69,4370,4020000,3450000,1950,7312
Stockholm,Kungsholmen,2,44,2255,3860000,3350000,1932,3100
Solna,Västraskogen,2,47,2546,3000000,2695000,2015,4000
Sundbyberg,Ursvik,3,77.4,4695,3310000,2995000,2010,7660
Nacka,Kvarnholmen,1,37,2413,2575000,2495000,2010,7660
Stockholm,Kungsholmen,1,28,2189,2685000,2195000,1934,7660
Stockholm,Fruängen,3,70,4802,3300000,2995000,1958,4080
Stockholm,Midsommarkransen,4,114,6082,8620000,7895000,1911,16588
Nacka,Finnberget,2,58,3285,3380000,2495000,1950,4524
Stockholm,Blåsut,2,43.5,2634,3050000,2495000,2009,4524
Stockholm,Aspudden,2,52,3465,3520000,2995000,1947,4524
Stockholm,Fruängen,2,55,3195,2610000,2095000,1954,4524
Stockholm,Stockholm,2,53,3044,2900000,2395000,1947,4524
Stockholm,Kungsholmen,1,27.5,2237,2600000,2495000,1935,4200
Stockholm,Maria,2,42,2407,4225000,3295000,1928,6600
Stockholm,Vasastan,4,91,3434,8600000,7395000,1907,5796
Stockholm,Hammarbyhöjden,2,43,3194,2780000,2250000,1943,5280
Stockholm,Årsta,1,38.5,3088,2420000,1895000,1951,5280
Nacka,Nacka,2,63,4824,2080000,2080000,1951,4560
Stockholm,Södermalm,3,75,3591,7200000,7200000,1931,15800
Stockholm,Högdalen,2,50,3602,2150000,1995000,2007,2000
Stockholm,Vällingby,2,46,2434,2550000,1895000,2017,3300
Stockholm,Hägersten,4,101,5517,5550000,4750000,1956,6552
Stockholm,Vasastan,2.5,78,2069,6400000,6475000,1882,6552
Nacka,Nacka,3,87,4223,5000000,4995000,1882,5300
Stockholm,Vasastan,2,72,2472,6750000,5950000,1888,6300
Stockholm,Vasastan,1,45.5,2642,3800000,3675000,1925,6500
Stockholm,Östermalm,3,90,3314,7700000,7495000,1889,6500
Stockholm,Kungsholmen,2,51,2891,4500000,4195000,1912,10932
Stockholm,Kungsholmen,1,32,1486,2950000,2695000,1904,9696
Stockholm,Vasastan,2,52,1668,4300000,3850000,1925,4200
Stockholm,Vällingby,2,64,3387,2900000,2195000,2017,3600
Stockholm,Östermalm,1,35,2698,3225000,2995000,1929,4200
Stockholm,Kungsholmen,2,42.5,2313,3250000,3195000,1933,4200
Stockholm,Södermalm,2,62,3273,4350000,3650000,1965,3720
Nacka,Älta,4,100,5487,4100000,3995000,2015,12048
Stockholm,Årsta,2,58,3550,2725000,2495000,1947,12048
Stockholm,Gröndal,2.5,58,3650,3775000,3695000,1946,12048
Stockholm,Liljeholmen,3,71,2945,3495000,3495000,1961,12048
Solna,Frösunda,4,102,5074,5650000,4950000,2014,3100
Stockholm,HammarbySjöstad,6.5,143,8137,10100000,8950000,2003,7350
Stockholm,Vasastan,2,60,2942,5200000,4950000,1912,4860
Solna,Karolinska,3,67,4236,3550000,2995000,1972,9333
Stockholm,Kungsholmen,2,59.5,3376,4250000,3995000,2007,4860
Sundbyberg,Ursvik,3,66,3815,2780000,2780000,2016,8723
Stockholm,Södermalm,1,26,2008,3000000,2595000,2016,8723
Stockholm,City,3.5,72,3190,5800000,5450000,1982,1500
Stockholm,Östermalm,2,50,2064,5600000,5250000,1897,1500
Stockholm,Skärmarbrink,2,47,3466,2700000,2700000,1897,12000
Stockholm,Karlaplan,1.5,32,1706,3560000,3195000,1930,12000
Stockholm,HammarbySjöstad,1,49,3442,3055000,2650000,1930,12000
Stockholm,Södermalm,1,29,1606,3040000,2595000,1885,2100
Stockholm,Vasastan,3,97,3845,9200000,8950000,1901,8400
Stockholm,Stockholm,2,52,4462,1925000,1925000,1992,8400
Stockholm,Kungsholmen,2.5,76,2843,7100000,5975000,1932,7000
Stockholm,Vasastan,1.5,35,1493,4080000,3495000,1906,6000
Stockholm,Södermalm,1,29,1155,3100000,2395000,1975,1900
Stockholm,Björkhagen,2,52,2564,2800000,3000000,1945,1900
Stockholm,Kungsholmen,2,38,2025,3100000,2750000,1931,1900
Stockholm,Hägerstensåsen,3.5,74,4834,3975000,3195000,1931,1900
Stockholm,Östermalm,2,45,2405,4700000,3995000,1897,7800
Solna,Huvudsta,3,82.3,2708,4000000,3595000,1965,7800
Stockholm,Hornstull,2,44,2527,4000000,3350000,1930,8084
Stockholm,Globen,2,52,3294,3000000,2495000,1944,5400
Sundbyberg,CentralaSundbyberg,3,78,4405,4225000,3995000,2011,5400
Stockholm,Vasastan,1.5,39,2565,4100000,3495000,2011,5400
Stockholm,NorraDjurgårdsstaden,1,38.5,1797,3350000,3350000,2016,5400
Stockholm,Spånga,3,76.5,3921,2200000,2200000,1965,4200
Stockholm,Vällingby,1,23,1631,1650000,1495000,1953,4100
Stockholm,Vasastan,2,59,842,5700000,5395000,1909,5500
Solna,Huvudsta,2,62.5,2964,2850000,2595000,1983,5500
Stockholm,City,3,114,5118,13500000,13500000,1899,5500
Solna,Filmstaden,3,78,4523,4950000,4495000,1899,5500
Solna,VästraSkogen,3,82,4442,4830000,4830000,2016,5800
Stockholm,Bredäng,3,76,4342,2315000,2395000,1991,5000
Sollentuna,Häggvik,5,122.5,5677,3775000,3650000,1982,5000
Stockholm,Bagarmossen,1,32,2350,2200000,2200000,2017,5000
Stockholm,Vasastan,1,38,1499,3950000,3295000,1886,5520
Nacka,Saltsjöqvarn,3,75.6,3722,4400000,3995000,2001,7596
Stockholm,Bromma,2,52,2275,3200000,2595000,2016,5640
Stockholm,Ormkärr,5,110,6970,3230000,2750000,1960,5640
Solna,Skytteholm,4.5,97.5,4200,4700000,4195000,1957,7500
Stockholm,Östermalm,3,87.2,4065,5605000,5295000,1963,7500
Stockholm,Midsommarkransen,2.5,54,2612,3725000,2995000,1946,3800
Sundbyberg,Sundbyberg,1,33.9,2604,1850000,1495000,1999,3800
Stockholm,FarstaSköndal,4,85,4200,3450000,3500000,1960,8580
Stockholm,Katarina,2,38,2182,3850000,2995000,1938,8580
Stockholm,Husby,4,91,5849,2630000,1995000,1974,8580
Stockholm,Akalla,3,73,3988,2050000,1800000,1974,8580
Stockholm,Bromma,3,84,4341,4300000,3995000,2017,6000
Stockholm,Vasastan,3,85,3965,8200000,7695000,1885,6600
Sundbyberg,LillaAlby,2,73,4117,4310000,3695000,2002,6600
Stockholm,Bromma,3,101.5,4158,5100000,4995000,1930,6600
Stockholm,Midsommarkransen,2,61,3532,4410000,3995000,1911,9941
Stockholm,Vasastan,3,94,1141,9625000,7995000,1905,6000
Stockholm,HammarbySjöstad,2,59,3971,4725000,4725000,2008,6000
Solna,VästraSkogen,2,47,2524,3100000,2695000,2016,5256
Stockholm,Bandhagen,2,60,3519,1780000,1795000,1957,6780
Nacka,VästraOrminge,2.5,59,4113,1875000,1750000,1957,2820
Stockholm,Annedal,1.5,36,2784,2250000,1895000,2013,6300
Stockholm,Årsta,1,32.5,2210,2205000,1895000,1945,3204
Stockholm,Hässelby,1,49,2515,2225000,1995000,1957,3204
Stockholm,Skarpnäck,2,61.5,4388,2150000,1950000,1985,4200
Stockholm,Bromma,2,50,3088,2550000,2295000,2014,4920
Stockholm,Östermalm,2,60,3058,5150000,5350000,1894,5400
Stockholm,Södermalm,3,81,2723,7190000,6450000,1913,10280
Stockholm,Södermalm,2,44,2786,4210000,3295000,1906,6000
Solna,Solna,3,67,2643,3600000,2995000,1950,3800
Stockholm,Vasastan,2,46,2417,4400000,3995000,1905,4800
Stockholm,Stockholm,2,37,1646,4600000,4250000,1931,3400
Sollentuna,Tegelhagen,2,61,3854,2900000,2900000,1976,3600
Stockholm,Fruängen,3,68,3884,3130000,2575000,1955,5400
Stockholm,Vasastan,3,107,3646,12200000,8995000,1902,7800
Stockholm,HammarbySjöstad,2,44,3143,3400000,3195000,2009,5160
Solna,Huvudsta,3,79,3787,3920000,3495000,1962,5160
Solna,Råsunda,1.5,41,2362,2450000,2195000,1938,5400
Stockholm,Södermalm,1.5,28,2300,2600000,2250000,1929,5400
Stockholm,Vasastan,2,63,2741,6625000,5895000,1900,11000
Stockholm,Bagarmossen,2,62,4073,2800000,2395000,1954,4560
Solna,VästraSkogen,1.5,33,2048,2720000,1995000,2016,7554
Nacka,Sickla,1.5,37,1652,2465000,2295000,1958,3900
Stockholm,Södermalm,3,69,4133,5320000,4495000,1991,5280
Stockholm,Östermalm,2,42,1664,4550000,4250000,1902,5280
Stockholm,Kungsholmen,1,35,1798,3350000,2995000,1905,4800
Stockholm,Hägerstensåsen,3,58,4046,3150000,2795000,1945,7200
Stockholm,Södermalm,1,36,1097,3340000,3340000,1945,3600
Stockholm,Farsta,1.5,45,2731,2325000,1995000,1983,3400
Nacka,Saltsjöqvarn,3,88.5,4322,5420000,5550000,1983,6000
Solna,Järvastaden,3,72,3899,3700000,4060000,2018,6815
Stockholm,Bromma,2,57,2996,3575000,3195000,1935,5000
Stockholm,Högalid,3,87,3771,8000000,6950000,1909,10493
Stockholm,Hässelby,3,73,4275,1850000,1695000,1956,4300
Stockholm,Hagsätra,2,42,2901,2060000,1695000,2015,6000
Stockholm,Fruängen,1.5,37,3235,2000000,1790000,2008,2500
Stockholm,Vasastan,2,63,3922,6550000,5695000,1943,2500
Stockholm,Spånga,1,45,3099,1600000,1695000,1961,6000
Sundbyberg,Duvbo,2,63,2953,2150000,1895000,1957,4600
Stockholm,Södermalm,1.5,41,2112,4550000,3500000,1957,3660
Stockholm,Vasastan,2,51,2114,4350000,3995000,1926,3800
Stockholm,Kungsholmen,1.5,34,1434,3200000,2995000,1963,3600
Stockholm,Telefonplan,2,42,2871,2600000,1995000,1943,3600
Stockholm,Kungsholmen,2,53,2440,5300000,4575000,1900,8076
Stockholm,Bromma,1,33,1569,2500000,1995000,1937,6600
Solna,Huvudsta,1.5,41,2100,2640000,2295000,1937,6600
Stockholm,Gröndal,2,54,2925,4100000,4100000,2018,7200
Sundbyberg,Rissne,2,47,2681,2295000,2295000,2018,7200
Sundbyberg,Sundbyberg,2,39,2507,2215000,1895000,2014,7200
Solna,Råsunda,3,77,3669,4350000,3995000,1936,7200
Solna,SolnaSkytteholm,1,25.3,1259,2150000,1650000,1959,5088
Stockholm,Östermalm,1,26,1623,2650000,2395000,1939,6960
Stockholm,Bromma,5,109,5625,4600000,4395000,2012,6960
Solna,Järvastaden,4,86,3654,5025000,4450000,2011,2880
Stockholm,Kungsholmen,2,43,1844,4600000,3995000,1901,2900
Stockholm,ÄlvsjöSolberga,4,104,4073,3850000,3495000,1970,8400
Stockholm,Spånga,2,54,2907,1650000,1595000,1958,4350
Nacka,NackaForum,3,68,3952,3600000,2877000,2009,4900
Solna,Hagalund,4,96.2,3828,3780000,3195000,1972,4900
Nacka,Finnboda,3,81,5194,4610000,3995000,1972,7200
Stockholm,Skärmarbrink,2,38,2406,2670000,2295000,1942,4200
Stockholm,Liljeholmskajen,2,55,3154,3300000,3295000,2013,7740
Stockholm,Kungsholmen,4,141.5,5775,11500000,11395000,2013,7000
Stockholm,Vasastan,3,72,1294,8800000,7950000,1896,7000
Stockholm,Södermalm,1.5,42,2573,3800000,3700000,1927,3200
Stockholm,Östermalm,2,62,2945,4600000,4495000,1982,4200
Stockholm,Vasastan,3,85.5,4458,6850000,6495000,1967,4200
Stockholm,Telefonplan,1,39,2781,2250000,1975000,1946,7536
Stockholm,Farsta,4,91,5416,3400000,3150000,2011,7536
Stockholm,Bromma,4,114,6229,4300000,3895000,1951,7740
Stockholm,Enskede,4.5,103,5832,4550000,4350000,1981,7740
Stockholm,FarstaSköndal,3,73,3600,2600000,2450000,1959,7740
Sollentuna,Kärrdal,3,83,4443,2150000,2095000,1975,3168
Sollentuna,Edsberg,4,81,4174,3650000,3450000,2018,3168
Stockholm,Fredhäll,2,42,2090,3695000,3195000,1935,6516
Stockholm,Södermalm,2,49,2262,4700000,4250000,1930,5100
Stockholm,LillaEssingen,2,58.5,3337,4250000,3900000,2007,7000
Stockholm,Kungsholmen,3.5,91.6,3381,7935000,7250000,2007,8100
Stockholm,Södermalm,2,60,2494,4275000,4275000,2007,8100
Stockholm,Älvsjö,4,92,4787,4400000,4495000,2017,9500
Nacka,Bastuhöjden,3,72,4070,3050000,3095000,2008,5800
Nacka,Skogalundsklippan,2,59.5,4046,2430000,2295000,2008,5500
Stockholm,Vasastan,2,58,2299,5000000,4495000,1927,5500
Stockholm,Skärholmen,3,68.5,4626,2000000,1790000,1967,3000
Nacka,FinnbodaHamn,2,60.5,3396,5300000,5195000,1967,3000
Stockholm,Fruängen,2,68,3751,2720000,2495000,2011,3000
Stockholm,Mariaberget,2,50,2145,3900000,3495000,1929,5340
Solna,Råsunda,3,60,3206,3600000,3195000,1945,6200
Nacka,Saltsjöbaden,2,55,3205,1860000,1795000,2016,3600
Sollentuna,Edsängen,3,71,3693,2600000,2600000,2011,4800
Sundbyberg,Sundbyberg,1,36,2451,2300000,2095000,2011,4800
Stockholm,Kungsholmen,3,79.5,3975,5795000,5795000,2015,4800
Stockholm,Kungsholmen,3,70,3802,7400000,7995000,1927,4800
Sollentuna,Kärrdal,3,83,4273,2150000,2300000,1975,3120
Nacka,Ljuskärrsberget,2,63.3,3260,1800000,1850000,1975,12936
Sollentuna,Edsberg,3,75.5,4512,2330000,2375000,1962,12936
Stockholm,Hornstull,2,28,2324,2800000,2495000,1929,12936
Stockholm,Enskede,2,24,1376,2250000,2270000,1952,12936
Stockholm,Älvsjöstaden,3,80,4550,3760000,3850000,2019,4000
Stockholm,Riksby,2,44,2202,2620000,2495000,1944,2760
Stockholm,Östermalm,2,72,2439,5800000,6000000,1934,2760
Stockholm,Högdalen,2,61,3155,2560000,1995000,1955,3720
Stockholm,NorraÄngby,3,72,3990,3300000,3250000,2009,4600
Stockholm,Vällingby,2,71,3618,1990000,1795000,1986,7100
Stockholm,Bromma,3,84,4341,4225000,3995000,2017,6000
Sundbyberg,Hallonbergen,3,82.1,3807,2500000,2295000,1972,6000
Sollentuna,Helenelund,3,78,3868,2515000,2495000,1970,6000
Sundbyberg,Ursvik,2,39,2538,2250000,1995000,2015,3480
Stockholm,Södermalm,2,41,2355,3975000,3475000,1930,5700
Stockholm,Östermalm,2,39,2584,3300000,2995000,1939,3620
Stockholm,City,3,82,2468,7400000,6950000,1927,3620
Stockholm,Hagsätra,4,78,4851,2425000,2295000,2015,5700
Nacka,VästraOrminge,1.5,37,1956,1675000,1495000,1971,4788
Nacka,Sickla,3,85,5276,5010000,4850000,1971,4788
Stockholm,Hägersten,2,56.5,4083,3120000,2795000,2003,4788
Nacka,Järlasjö,4,114,6392,8150000,7795000,1898,4788
Sundbyberg,Sundbyberg,3,84,4703,5160000,4990000,2013,6950
Stockholm,Traneberg,3,65,3253,4000000,4000000,1945,4800
Sollentuna,Kärrdal,3,83,4330,2100000,2150000,1975,3168
Nacka,Nacka,2.5,54,3430,1900000,1795000,1975,2100
Stockholm,Kungsholmen,1,32,1734,3500000,3200000,1903,2100
Stockholm,Örbyslott,3,57,4889,2200000,1750000,1992,3600
Solna,Arenastaden,2,67,2784,4000000,3495000,2014,3600
Stockholm,FarstaStrand,4,89,5805,3000000,2995000,1993,6333
Stockholm,Traneberg,2,41.5,3106,2350000,1995000,1939,6500
Stockholm,Björkhagen,2,54,2621,2850000,2800000,1946,4000
Stockholm,Aspudden,2,52,3080,3200000,2595000,1947,2000
Stockholm,Östermalm,2,62,2288,8150000,6895000,1884,11400
Stockholm,Sköndal,4,73.5,3890,3150000,2895000,1958,6366
Stockholm,Vasastan,2.5,72,3893,5350000,4995000,1924,6366
Solna,Bergshamra,4,85.5,4011,4550000,4600000,1960,6366
Stockholm,Stureby,2,56,4514,1995000,1795000,1950,4000
Stockholm,HammarbySjöstad,2,58.5,3707,3700000,3700000,2007,4000
Nacka,Alphyddan,3,78.6,4394,3620000,2995000,2007,4000
Solna,Hagalund,2,56.9,2355,2750000,2095000,2007,4000
Sundbyberg,CentralaSundbyberg,4,96,6050,5700000,5395000,1917,7980
Nacka,Lännersta,1,20,1354,1260000,995000,1917,7980
Stockholm,Kungsholmen,1,33,2608,2700000,2495000,1938,4668
Stockholm,Kungsholmen,2,54,2912,4260000,3995000,1931,6588
Stockholm,Bagarmossen,2,57,3165,2850000,2450000,2009,6000
Stockholm,Kungsholmen,1.5,36.5,2046,2850000,2850000,1931,7560
Stockholm,Högdalen,4,107,5637,3750000,3495000,1956,4200
Stockholm,Riksby,2.5,51,2771,2300000,1995000,1944,4200
Sundbyberg,Ursvik,2,55,2758,2400000,2095000,2013,2400
Solna,Råsunda,1,25,1256,2340000,1795000,1931,3480
Sundbyberg,LillaAlby,4,98.5,6602,4700000,4250000,1966,3480
Stockholm,Kärrtorp,3,69,3961,3550000,2995000,1949,3480
Solna,Råsunda,2,50,2845,2860000,2495000,1945,3480
Stockholm,Vasastan,2,33.5,1599,4300000,3300000,1906,4572
Stockholm,Farsta,3,75,4333,3400000,2795000,2013,7884
Stockholm,Liljeholmen,3,86,6653,4800000,4475000,2015,4104
Stockholm,SöderbergaAllé,2,49.5,3533,2000000,1695000,1996,4100
Sundbyberg,CentralaSundbyberg,1,23,1720,2025000,1795000,1943,7104
Stockholm,Hägerstensåsen,3,86,4592,5125000,4195000,2009,4000
Stockholm,Kistagård,3,72.5,3932,2770000,2595000,2012,4000
Sollentuna,Helenelund,3,76,5247,2300000,2450000,1944,3002
Solna,VästraSkogen,4,84.5,4233,4110000,3595000,1944,3002
Stockholm,Södermalm,2,42,3054,3700000,3295000,1939,3002
Stockholm,Vasastan,1.5,40,1911,3500000,3450000,1897,6732
Stockholm,Vällingby,1,34,2129,1720000,1775000,1953,6732
Stockholm,HammarbySjöstad,4,87,4893,5600000,5500000,2016,10560
Stockholm,ÄlvsjöSolberga,2,70,4160,2280000,1995000,1985,10560
Stockholm,Östermalm,1.5,38,2605,2895000,2895000,1939,3492
Stockholm,Kungsholmen,2,34.5,1850,3370000,2995000,1926,3492
Stockholm,Katarina,2,45,2143,3250000,2995000,1971,3492
Stockholm,Katarina,2,59,3590,4080000,3995000,1927,3492
Stockholm,Södermalm,4,105,5327,15250000,15250000,1929,16500
Stockholm,Stureby,2,54,3388,2785000,2495000,1952,5200
Stockholm,Kungsholmen,2,46,3076,3750000,3295000,2004,4860
Sundbyberg,LillaAlby,2,55,3129,3010000,2695000,1960,4860
Stockholm,Bromma,1.5,33,2356,2560000,2195000,1936,6000
Solna,VästraSkogen,1.5,45.5,2381,2845000,2495000,2017,3149
Stockholm,Bromma,1,31.5,2097,2475000,1995000,1926,3600
Stockholm,Östermalm,2,54,2775,5575000,4995000,1927,6000
Stockholm,Björkhagen,2,52,2564,3200000,2995000,1948,3800
Stockholm,HammarbySjöstad,3,81,4163,4750000,4495000,2012,9450
Stockholm,Vasastan,3,90,513,10000000,10000000,1915,6464
Stockholm,Bromma,1,32,1213,2460000,2095000,1929,6464
Stockholm,Kungsholmen,1.5,40,2467,2950000,2850000,2007,5625
Sundbyberg,Annedal,4,85.5,4531,4500000,3950000,2011,5360
Stockholm,HammarbySjöstad,2,56.5,3441,3770000,3295000,2002,4500
Stockholm,Kungsholmen,2,45,1825,3650000,3195000,1920,7500
Solna,Bergshamra,3,60.5,2825,3445000,2995000,1959,3620
Stockholm,Vasastan,1,20,806,2500000,2095000,1929,3400
Stockholm,Östermalm,4,85,6290,5750000,5375000,1993,3400
Stockholm,Äppelviken,1,24,1288,2285000,1995000,1925,3480
Stockholm,Rinkebyterassen,1,23,1639,1260000,990000,2018,960
Sollentuna,Häggvik,2,59.6,3409,2125000,2250000,1960,6900
Nacka,NackaStrand,2,54,3627,3200000,2895000,2018,6900
Stockholm,Enskede,3,68,4196,3837500,3400000,2017,8400
Stockholm,NorraDjurgårdsstaden,1.5,34,1842,2910000,2595000,2016,7320
Stockholm,Årsta,1,27,2034,2060000,1795000,1962,7320
Nacka,Neglinge,5,111,4715,4160000,3495000,1962,8100
Stockholm,Högalid,1,24.5,1374,2520000,2350000,1930,4200
Stockholm,Högalid,2,48,2271,3800000,3495000,1971,6600
Stockholm,Kungsholmen,2,43.5,2438,3480000,3095000,1931,8328
Stockholm,Älvsjö,2,70,4232,2400000,1995000,1985,8328
